42,SmartDeblur 2.3 HOME.lnk,1.17,2020-10-30 15:15:48,2020-10-30 15:15:48,2020-11-22 10:11:21,SmartDeblur.exe,4254.23,2020-10-30 15:15:46,2015-04-11 00:23:50,2020-10-30 15:15:46,Fixed (Hard disk),4229372527,C:\Program Files (x86)\SmartDeblur_2.3_HOME\SmartDeblur.exe,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\SmartDeblur\SmartDeblur 2.3 HOME.lnk
43,Uninstall 2.3 HOME.lnk,1.2,2020-10-30 15:15:48,2020-10-30 15:16:05,2020-11-22 10:11:21,unins000.exe,701.16,2020-10-30 15:15:46,2020-10-30 15:15:38,2020-10-30 15:15:46,Fixed (Hard disk),4229372527,C:\Program Files (x86)\SmartDeblur_2.3_HOME\unins000.exe,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\SmartDeblur\Uninstall 2.3 HOME.lnk
44,Readme.lnk,1.02,2020-10-07 06:28:28,2020-10-07 06:28:28,2020-11-22 10:11:21,Readme.txt,1.75,2020-10-07 06:28:26,2020-04-28 02:43:34,2020-10-07 06:28:26,Fixed (Hard disk),4229372527,C:\Program Files\SQLite Expert\Personal 5\Readme.txt,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\SQLite Expert\Personal 5 - 64bit\Readme.lnk
45,SQLite Expert Help.lnk,1.06,2020-10-07 06:28:28,2020-10-07 06:28:28,2020-11-22 10:11:21,SQLiteExpert.chm,4193.58,2020-10-07 06:28:26,2018-06-02 03:25:44,2020-10-07 06:28:27,Fixed (Hard disk),4229372527,C:\Program Files\SQLite Expert\Personal 5\SQLiteExpert.chm,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\SQLite Expert\Personal 5 - 64bit\SQLite Expert Help.lnk
46,SQLite Expert Personal.lnk,1.08,2020-10-07 06:28:28,2020-10-07 06:28:28,2020-11-22 10:11:21,SQLiteExpertPers64.exe,75355.0,2020-10-07 06:28:25,2020-10-03 01:52:02,2020-10-07 06:28:27,Fixed (Hard disk),4229372527,C:\Program Files\SQLite Expert\Personal 5\SQLiteExpertPers64.exe,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\SQLite Expert\Personal 5 - 64bit\SQLite Expert Personal.lnk
47,Uninstall SQLite Expert Personal - 64bit.lnk,1.19,2020-10-07 06:28:28,2020-10-07 07:20:04,2020-11-22 10:11:21,unins000.exe,1414.2,2020-10-07 06:28:25,2020-10-07 06:28:12,2020-10-07 06:28:25,Fixed (Hard disk),4229372527,C:\Program Files\SQLite Expert\Personal 5\unins000.exe,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\SQLite Expert\Personal 5 - 64bit\Uninstall SQLite Expert Personal - 64bit.lnk
48,Debuggable Package Manager.lnk,1.68,2020-09-22 06:50:10,2020-09-22 06:50:10,2020-11-22 10:11:21,powershell.exe,423.0,2019-12-07 09:10:47,2019-12-07 09:10:47,2020-09-22 06:50:07,Fixed (Hard disk),4229372527,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2019\Visual Studio Tools\Debuggable Package Manager.lnk
49,Developer Command Prompt for VS 2019.lnk,2.05,2020-09-22 06:50:05,2020-09-22 06:50:05,2020-11-22 10:11:21,cmd.exe,283.0,2019-12-07 09:08:34,2019-12-07 09:08:34,2020-09-22 06:48:39,Fixed (Hard disk),4229372527,C:\Windows\System32\cmd.exe,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2019\Visual Studio Tools\Developer Command Prompt for VS 2019.lnk
50,Developer PowerShell for VS 2019.lnk,1.72,2020-09-22 06:50:05,2020-09-22 06:50:05,2020-11-22 10:11:21,powershell.exe,423.0,2019-12-07 09:10:47,2019-12-07 09:10:47,2020-09-21 04:15:27,Fixed (Hard disk),4229372527,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2019\Visual Studio Tools\Developer PowerShell for VS 2019.lnk
51,x64 Native Tools Command Prompt for VS 2019.lnk,2.1,2020-09-22 06:50:49,2020-09-22 06:50:49,2020-11-22 10:11:21,cmd.exe,283.0,2019-12-07 09:08:34,2019-12-07 09:08:34,2020-09-22 06:50:49,Fixed (Hard disk),4229372527,C:\Windows\System32\cmd.exe,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2019\Visual Studio Tools\VC\x64 Native Tools Command Prompt for VS 2019.lnk
52,x64_x86 Cross Tools Command Prompt for VS 2019.lnk,2.15,2020-09-22 06:50:49,2020-09-22 06:50:49,2020-11-22 10:11:21,cmd.exe,283.0,2019-12-07 09:08:34,2019-12-07 09:08:34,2020-09-22 06:50:49,Fixed (Hard disk),4229372527,C:\Windows\System32\cmd.exe,D4:5D:64:B8:E8:8E,D4:5D:64:B8:E8:8E,desktop-2fa2vo6,c:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2019\Visual Studio Tools\VC\x64_x86 Cross Tools Command Prompt for VS 2019.lnk
